1,0,0.00,1.50
2,1007,0.00,1.52
3,2795,0.00,1.56
4,4001,0.00,1.59
5,5849,0.00,1.64
6,6991,0.00,1.62
7,8822,0.00,1.57
8,9992,0.00,1.53
9,11795,0.00,1.52
10,12982,0.00,1.54
11,14760,0.00,1.58
12,16572,0.00,1.59
13,18386,0.00,1.62
14,20231,0.00,1.61
15,22075,0.00,1.53
16,23921,0.00,1.49
17,25766,0.00,1.48
18,27612,0.00,1.52
19,29459,0.00,1.53
20,31305,0.00,1.50
21,33152,0.00,1.46
22,34993,0.00,1.45
23,36833,0.00,1.43
24,38910,0.00,1.45
25,40755,0.00,1.48
26,42598,0.00,1.47
27,44441,0.00,1.40
28,46288,0.00,1.36
29,48133,0.00,1.38
30,49976,0.00,1.43
31,51824,0.00,1.42
32,53669,0.00,1.40
33,55515,0.00,1.38
34,57360,0.00,1.29
35,59202,0.00,1.24
36,61048,0.00,1.23
37,62891,0.00,1.26
38,64735,0.00,1.31
39,66579,0.00,1.29
40,68425,0.00,1.22
41,70272,0.00,1.17
42,72118,0.00,1.14
43,73964,0.00,1.13
44,75810,0.00,1.14
45,77654,0.00,1.16
46,79496,0.00,1.13
47,81338,0.00,1.07
48,83179,0.00,1.03
49,85024,0.00,1.01
50,86867,0.00,1.00
51,88712,0.00,1.00
52,90558,0.00,0.97
53,92405,0.00,0.95
54,94248,0.00,0.92
55,96091,0.00,0.92
56,97939,0.00,0.93
57,99780,0.00,0.91
58,101622,0.00,0.88
59,103465,0.00,0.82
60,105311,0.00,0.76
61,107390,0.00,0.78
62,109231,0.00,0.78
63,111074,0.00,0.82
64,112917,0.00,0.80
65,114762,0.00,0.72
66,116608,0.00,0.62
67,118455,0.00,0.59
68,120299,0.00,0.59
69,122142,0.00,0.61
70,123986,0.00,0.63
71,125834,0.00,0.62
72,127675,0.00,0.59
73,129519,0.00,0.54
74,131364,0.00,0.49
75,133209,0.00,0.51
76,135056,0.00,0.54
77,136902,0.00,0.55
78,138749,0.00,0.53
79,140596,0.00,0.50
80,142441,0.00,0.48
81,144281,0.00,0.50
82,146124,0.00,0.51
83,147965,0.00,0.54
84,149808,0.00,0.53
85,151655,0.00,0.49
86,153498,0.00,0.48
87,155343,0.00,0.48
88,157189,0.00,0.52
89,159036,0.00,0.58
90,160882,0.00,0.58
91,162729,0.00,0.55
92,164575,0.00,0.52
93,166414,0.00,0.51
94,168257,0.00,0.56
95,170097,0.00,0.60
96,171942,0.00,0.65
97,173787,0.00,0.69
98,175866,0.00,0.62
99,177712,0.00,0.57
100,179556,0.00,0.56
101,181403,0.00,0.58
102,183251,0.00,0.63
103,185099,0.00,0.66
104,186947,0.00,0.67
105,188789,0.00,0.65
106,190632,0.00,0.62
107,192478,0.00,0.60
108,194323,0.00,0.62
109,196165,0.00,0.65
110,198009,0.00,0.63
111,199857,0.00,0.61
112,201705,0.00,0.62
113,203551,0.00,0.67
114,205398,0.00,0.67
115,207247,0.00,0.63
116,209095,0.00,0.60
117,210937,0.00,0.55
118,212784,0.00,0.55
119,214628,0.00,0.58
120,216473,0.00,0.62
121,218317,0.00,0.65
122,220162,0.00,0.62
123,222009,0.00,0.54
124,223856,0.00,0.48
125,225702,0.00,0.47
126,227550,0.00,0.49
127,229398,0.00,0.53
128,231240,0.00,0.59
129,233086,0.00,0.59
130,234931,0.00,0.54
131,236781,0.00,0.46
132,238628,0.00,0.44
133,240475,0.00,0.46
134,242320,0.00,0.47
135,244168,0.00,0.48
136,246250,0.00,0.45
137,248096,0.00,0.42
138,249942,0.00,0.41
139,251790,0.00,0.40
140,253635,0.00,0.37
141,255481,0.00,0.34
142,257331,0.00,0.31
143,259173,0.00,0.32
144,261018,0.00,0.34
145,262866,0.00,0.35
146,264712,0.00,0.37
147,266560,0.00,0.33
148,268408,0.00,0.25
149,270256,0.00,0.23
150,272102,0.00,0.23
151,273948,0.00,0.26
152,275792,0.00,0.29
153,277637,0.00,0.30
154,279480,0.00,0.26
155,281325,0.00,0.19
156,283168,0.00,0.14
157,285013,0.00,0.08
158,286861,0.00,0.11
159,288709,0.00,0.15
160,290555,0.00,0.15
161,292403,0.00,0.10
162,294251,0.00,0.04
163,296097,0.00,0.04
164,297941,0.00,0.06
165,299787,0.00,0.07
166,301634,0.00,0.09
167,303477,0.00,0.05
168,305323,0.00,0.00
169,307167,0.00,0.00
170,309013,0.00,0.00
171,310861,0.00,0.03
172,312709,0.00,0.05
173,314791,0.00,0.03
174,316637,0.00,0.00
175,318485,0.00,0.05
176,320327,0.00,0.05
177,322173,0.00,0.02
178,324018,0.00,0.01
