1,0,-37.93,-25.37
2,2496,-37.93,-25.37
3,5000,-37.93,-25.37
4,7496,-37.93,-25.37
5,10000,-37.93,-22.75
6,12496,-37.93,-22.75
7,15000,-37.93,-22.75
8,17496,-37.93,-22.75
9,20000,-37.93,-22.75
10,22496,-37.93,-22.75
11,25000,-37.93,-22.75
12,27496,-37.93,-22.75
13,30000,-37.93,-22.75
14,32504,-37.93,-22.75
15,35000,-37.93,-22.75
16,37496,-37.93,-24.55
17,40000,-37.93,-24.55
18,42504,-37.93,-24.55
19,45000,-37.93,-24.55
20,47496,-37.93,-24.55
21,50000,-37.93,-24.55
22,52504,-37.93,-24.55
23,55000,-37.93,-24.55
24,57496,-37.93,-24.55
25,60000,-37.93,-24.55
26,62504,-37.93,-24.55
27,65000,-37.93,-25.10
28,67496,-37.93,-25.10
29,70000,-37.93,-25.10
30,72504,-37.93,-25.10
31,75000,-37.93,-25.10
32,77496,-37.93,-25.10
33,80000,-37.93,-25.10
34,82496,-37.93,-25.10
35,85000,-37.93,-25.10
36,87496,-37.93,-25.10
37,90000,-37.93,-25.10
38,92496,-37.93,-24.55
39,95000,-37.93,-24.55
40,97496,-37.93,-24.55
41,100000,-37.93,-24.55
42,102496,-37.93,-24.55
43,105000,-37.93,-24.55
44,107496,-37.93,-24.55
45,110000,-37.93,-24.55
46,112496,-37.93,-24.55
47,115000,-37.93,-24.55
48,117496,-37.93,-24.55
49,120000,-37.93,-25.10
50,122504,-37.93,-25.10
51,125000,-37.93,-25.10
52,127496,-37.93,-25.10
53,130000,-37.93,-25.10
54,132504,-37.93,-25.10
55,135000,-37.93,-25.10
56,137496,-37.93,-25.10
57,140000,-37.93,-25.10
58,142504,-37.93,-25.10
59,145000,-37.93,-25.10
60,147496,-37.93,-25.37
61,150000,-37.93,-25.37
62,152496,-37.93,-25.37
63,155000,-37.93,-25.37
64,157496,-37.93,-25.37
65,160000,-37.93,-25.37
66,162504,-37.93,-25.37
67,165000,-37.93,-25.37
68,167496,-37.93,-25.37
69,170000,-37.93,-25.37
70,172496,-37.93,-25.37
71,175000,-37.93,-25.37
72,177496,-37.93,-25.37
73,180000,-37.93,-25.37
74,182504,-37.93,-25.37
75,185000,-37.93,-25.37
76,187496,-37.93,-25.37
77,190000,-37.93,-25.37
78,192496,-37.93,-25.37
79,195000,-37.93,-25.37
80,197496,-37.93,-25.37
81,200000,-37.93,-25.37
82,202496,-37.93,-24.55
83,205000,-37.93,-24.55
84,207496,-37.93,-24.55
85,210000,-37.93,-24.55
86,212496,-37.93,-24.55
87,215000,-37.93,-24.55
88,217496,-37.93,-24.55
89,220000,-37.93,-24.55
90,222496,-37.93,-24.55
91,225000,-37.93,-24.55
92,227496,-37.93,-24.55
93,230000,-37.93,-24.00
94,232496,-37.93,-24.00
95,235000,-37.93,-24.00
96,237496,-37.93,-24.00
97,240000,-37.93,-24.00
98,242504,-37.93,-24.00
99,245000,-37.93,-24.00
100,247496,-37.93,-24.00
101,250000,-37.93,-24.00
102,252496,-37.93,-24.00
103,255000,-37.93,-24.00
104,257496,-37.93,-23.31
105,260000,-37.93,-23.31
106,262496,-37.93,-23.31
107,265000,-37.93,-23.31
108,267496,-37.93,-23.31
109,270000,-37.93,-23.31
110,272504,-37.93,-23.31
111,275000,-37.93,-23.31
112,277496,-37.93,-23.31
113,280000,-37.93,-23.31
114,282504,-37.93,-23.31
115,285000,-37.93,-25.65
116,287496,-37.93,-25.65
117,290000,-37.93,-25.65
118,292504,-37.93,-25.65
119,295000,-37.93,-25.65
120,297496,-37.93,-25.65
121,300000,-37.93,-25.65
122,302504,-37.93,-25.65
123,305000,-37.93,-25.65
124,307496,-37.93,-25.65
125,310000,-37.93,-25.65
126,312496,-37.93,-25.65
127,315000,-37.93,-25.65
128,317496,-37.93,-25.65
129,320000,-37.93,-25.65
130,322496,-37.93,-25.65
131,325000,-37.93,-25.65
132,327496,-37.93,-25.65
133,330000,-37.93,-25.65
134,332496,-37.93,-25.65
135,335000,-37.93,-25.65
136,337496,-37.93,-25.65
137,340000,-37.93,-25.65
