16907,515865315,2.43,2.40
16908,515892815,2.43,2.40
16909,515920315,2.42,2.40
16910,515947815,2.42,2.40
16911,515975315,2.42,2.40
16912,516002815,2.42,2.40
16913,516030315,2.42,2.40
16914,516057815,2.42,2.40
16915,516085315,2.42,2.40
16916,516112815,2.42,2.40
16917,516140315,2.41,2.40
16918,516167816,2.41,2.40
16919,516195316,2.41,2.40
16920,516222816,2.41,2.40
16921,516250316,2.41,2.40
16922,516277816,2.41,2.40
16923,516305316,2.41,2.40
16924,516332816,2.41,2.40
16925,516357816,2.41,2.40
16926,516385316,2.41,2.40
16927,516412816,2.41,2.40
16928,516440316,2.41,2.44
16929,516467816,2.41,2.47
16930,516495316,2.42,2.49
16931,516522816,2.42,2.50
16932,516550316,2.42,2.51
16933,516577816,2.43,2.51
16934,516605316,2.43,2.51
16935,516632816,2.44,2.51
16936,516660316,2.44,2.51
16937,516687816,2.44,2.51
16938,516715316,2.45,2.51
16939,516742816,2.45,2.51
16940,516770316,2.45,2.51
16941,516797816,2.46,2.51
16942,516825316,2.46,2.50
16943,516852816,2.46,2.50
16944,516880316,2.46,2.50
16945,516907816,2.47,2.50
16946,516935316,2.47,2.46
16947,516962816,2.47,2.43
16948,516990316,2.46,2.41
16949,517017816,2.46,2.40
16950,517045316,2.46,2.39
16951,517072816,2.45,2.39
16952,517100317,2.45,2.39
16953,517127816,2.45,2.39
16954,517155316,2.44,2.39
16955,517182816,2.44,2.39
16956,517210316,2.44,2.39
16957,517237816,2.44,2.39
16958,517265316,2.43,2.39
16959,517292816,2.43,2.39
16960,517320316,2.43,2.39
16961,517347816,2.43,2.39
16962,517375316,2.42,2.39
16963,517402816,2.42,2.40
16964,517430316,2.42,2.40
16965,517457816,2.42,2.40
16966,517485316,2.42,2.40
16967,517512816,2.42,2.40
16968,517540316,2.42,2.40
16969,517567816,2.42,2.40
16970,517595316,2.41,2.40
16971,517622816,2.41,2.40
16972,517650316,2.41,2.44
16973,517677816,2.42,2.43
16974,517705316,2.42,2.42
16975,517732816,2.42,2.41
16976,517760316,2.41,2.40
16977,517787816,2.41,2.40
16978,517812816,2.41,2.40
16979,517840316,2.41,2.40
16980,517867816,2.41,2.40
16981,517895316,2.41,2.40
16982,517922816,2.41,2.40
16983,517950316,2.41,2.40
16984,517977816,2.41,2.40
16985,518005316,2.41,2.40
16986,518032816,2.41,2.40
16987,518060316,2.41,2.40
16988,518087816,2.41,2.40
16989,518115316,2.41,2.40
16990,518142816,2.41,2.40
16991,518170316,2.41,2.40
16992,518197816,2.41,2.40
16993,518225316,2.40,2.40
16994,518252816,2.40,2.40
16995,518280316,2.40,2.40
16996,518307816,2.40,2.40
16997,518335316,2.40,2.40
16998,518362816,2.40,2.40
16999,518390316,2.40,2.40
17000,518417816,2.40,2.40
17001,518445316,2.40,2.40
17002,518472816,2.40,2.40
17003,518500316,2.40,2.40
17004,518527816,2.40,2.40
17005,518555316,2.40,2.40
17006,518582816,2.40,2.40
17007,518610316,2.40,2.40
17008,518637816,2.40,2.40
17009,518665316,2.40,2.40
17010,518692816,2.40,2.40
17011,518720316,2.40,2.40
17012,518747816,2.40,2.40
17013,518775316,2.40,2.40
